Site ,Date ,Ordinal Date,Year,GPP,Hurricane,,,,,,,,,,,,,,,,,,,
New Jersey,2/2/2006,33,2006,0.003197871,NA,,,,,,,,,,,,,,,,,,,
New Jersey,2/18/2006,49,2006,3.14E-06,NA,,,,,,,,,,,,,,,,,,,
New Jersey,3/6/2006,65,2006,0.029792844,NA,,,,,,,,,,,,,,,,,,,
New Jersey,3/22/2006,81,2006,0.062052552,NA,,,,,,,,,,,,,,,,,,,
New Jersey,4/7/2006,97,2006,0.120739589,NA,,,,,,,,,,,,,,,,,,,
New Jersey,4/23/2006,113,2006,0.159204753,NA,,,,,,,,,,,,,,,,,,,
New Jersey,5/9/2006,129,2006,0.235526079,NA,,,,,,,,,,,,,,,,,,,
New Jersey,5/25/2006,145,2006,0.397991877,NA,,,,,,,,,,,,,,,,,,,
New Jersey,6/10/2006,161,2006,0.644138505,NA,,,,,,,,,,,,,,,,,,,
New Jersey,6/26/2006,177,2006,0.755390004,NA,,,,,,,,,,,,,,,,,,,
New Jersey,7/12/2006,193,2006,0.818098724,NA,,,,,,,,,,,,,,,,,,,
New Jersey,7/28/2006,209,2006,0.799855494,NA,,,,,,,,,,,,,,,,,,,
New Jersey,8/13/2006,225,2006,0.556330554,NA,,,,,,,,,,,,,,,,,,,
New Jersey,8/29/2006,241,2006,0.324922829,NA,,,,,,,,,,,,,,,,,,,
New Jersey,9/14/2006,258,2006,0.272112666,NA,,,,,,,,,,,,,,,,,,,
New Jersey,9/30/2006,273,2006,0.203997164,NA,,,,,,,,,,,,,,,,,,,
New Jersey,10/16/2006,289,2006,0.085591427,NA,,,,,,,,,,,,,,,,,,,
New Jersey,11/1/2006,305,2006,0.058161168,NA,,,,,,,,,,,,,,,,,,,
New Jersey,11/17/2006,321,2006,0.028588516,NA,,,,,,,,,,,,,,,,,,,
New Jersey,12/3/2006,337,2006,0.013667047,NA,,,,,,,,,,,,,,,,,,,
New Jersey,12/19/2006,353,2006,0.0081002,NA,,,,,,,,,,,,,,,,,,,
New Jersey,1/1/2007,1,2007,0.013482748,NA,,,,,,,,,,,,,,,,,,,
New Jersey,1/17/2007,17,2007,0,NA,,,,,,,,,,,,,,,,,,,
New Jersey,2/2/2007,33,2007,0,NA,,,,,,,,,,,,,,,,,,,
New Jersey,2/18/2007,49,2007,1.98E-05,NA,,,,,,,,,,,,,,,,,,,
New Jersey,3/6/2007,65,2007,0.000416179,NA,,,,,,,,,,,,,,,,,,,
New Jersey,3/22/2007,81,2007,0.052042364,NA,,,,,,,,,,,,,,,,,,,
New Jersey,4/7/2007,97,2007,0.039661822,NA,,,,,,,,,,,,,,,,,,,
New Jersey,4/23/2007,113,2007,0.148793459,NA,,,,,,,,,,,,,,,,,,,
New Jersey,5/9/2007,129,2007,0.265663393,NA,,,,,,,,,,,,,,,,,,,
New Jersey,5/25/2007,145,2007,0.561715752,NA,,,,,,,,,,,,,,,,,,,
New Jersey,6/10/2007,161,2007,0.623965911,NA,,,,,,,,,,,,,,,,,,,
New Jersey,6/26/2007,177,2007,0.769647525,NA,,,,,,,,,,,,,,,,,,,
New Jersey,7/12/2007,193,2007,0.688295584,NA,,,,,,,,,,,,,,,,,,,
New Jersey,7/28/2007,209,2007,0.730933739,NA,,,,,,,,,,,,,,,,,,,
New Jersey,8/13/2007,225,2007,0.427942468,NA,,,,,,,,,,,,,,,,,,,
New Jersey,8/29/2007,241,2007,0.560495997,NA,,,,,,,,,,,,,,,,,,,
New Jersey,9/14/2007,258,2007,0.380453069,NA,,,,,,,,,,,,,,,,,,,
New Jersey,9/30/2007,273,2007,0.21811521,NA,,,,,,,,,,,,,,,,,,,
New Jersey,10/16/2007,289,2007,0.128274611,NA,,,,,,,,,,,,,,,,,,,
New Jersey,11/1/2007,305,2007,0.042409455,NA,,,,,,,,,,,,,,,,,,,
New Jersey,11/17/2007,321,2007,0.013299855,NA,,,,,,,,,,,,,,,,,,,
New Jersey,12/3/2007,337,2007,1.63E-07,NA,,,,,,,,,,,,,,,,,,,
New Jersey,12/19/2007,353,2007,0.005535019,NA,,,,,,,,,,,,,,,,,,,
New Jersey,1/1/2008,1,2008,0.007909969,NA,,,,,,,,,,,,,,,,,,,
New Jersey,1/17/2008,17,2008,7.57E-06,NA,,,,,,,,,,,,,,,,,,,
New Jersey,2/2/2008,33,2008,0.004597593,NA,,,,,,,,,,,,,,,,,,,
New Jersey,2/18/2008,49,2008,0,NA,,,,,,,,,,,,,,,,,,,
New Jersey,3/6/2008,65,2008,0.023199261,NA,,,,,,,,,,,,,,,,,,,
New Jersey,3/22/2008,81,2008,0.032081507,NA,,,,,,,,,,,,,,,,,,,
New Jersey,4/7/2008,97,2008,0.073636723,NA,,,,,,,,,,,,,,,,,,,
New Jersey,4/23/2008,113,2008,0.1349941,NA,,,,,,,,,,,,,,,,,,,
New Jersey,5/9/2008,129,2008,0.148308054,NA,,,,,,,,,,,,,,,,,,,
New Jersey,5/25/2008,145,2008,0.462261338,NA,,,,,,,,,,,,,,,,,,,
New Jersey,6/10/2008,161,2008,0.657338626,NA,,,,,,,,,,,,,,,,,,,
New Jersey,6/26/2008,177,2008,0.73681078,NA,,,,,,,,,,,,,,,,,,,
New Jersey,7/12/2008,193,2008,0.81473065,NA,,,,,,,,,,,,,,,,,,,
New Jersey,7/28/2008,209,2008,0.531714297,NA,,,,,,,,,,,,,,,,,,,
New Jersey,8/13/2008,225,2008,0.565113315,NA,,,,,,,,,,,,,,,,,,,
New Jersey,8/29/2008,241,2008,0.452749161,NA,,,,,,,,,,,,,,,,,,,
New Jersey,9/14/2008,258,2008,0.283505834,NA,,,,,,,,,,,,,,,,,,,
New Jersey,9/30/2008,273,2008,0.205386598,NA,,,,,,,,,,,,,,,,,,,
New Jersey,10/16/2008,289,2008,0.092409896,NA,,,,,,,,,,,,,,,,,,,
New Jersey,11/1/2008,305,2008,0.04382895,NA,,,,,,,,,,,,,,,,,,,
New Jersey,11/17/2008,321,2008,0.004872874,NA,,,,,,,,,,,,,,,,,,,
New Jersey,12/3/2008,337,2008,0.004465793,NA,,,,,,,,,,,,,,,,,,,
New Jersey,12/19/2008,353,2008,0.000355362,NA,,,,,,,,,,,,,,,,,,,
New Jersey,1/1/2009,1,2009,2.01E-06,NA,,,,,,,,,,,,,,,,,,,
New Jersey,1/17/2009,17,2009,0.000254649,NA,,,,,,,,,,,,,,,,,,,
New Jersey,2/2/2009,33,2009,0,NA,,,,,,,,,,,,,,,,,,,
New Jersey,2/18/2009,49,2009,0,NA,,,,,,,,,,,,,,,,,,,
New Jersey,3/6/2009,65,2009,0.022566299,NA,,,,,,,,,,,,,,,,,,,
New Jersey,3/22/2009,81,2009,0.034830178,NA,,,,,,,,,,,,,,,,,,,
New Jersey,4/7/2009,97,2009,0.054455556,NA,,,,,,,,,,,,,,,,,,,
New Jersey,4/23/2009,113,2009,0.134838969,NA,,,,,,,,,,,,,,,,,,,
New Jersey,5/9/2009,129,2009,0.318676426,NA,,,,,,,,,,,,,,,,,,,
New Jersey,5/25/2009,145,2009,0.342785008,NA,,,,,,,,,,,,,,,,,,,
New Jersey,6/10/2009,161,2009,0.142196427,NA,,,,,,,,,,,,,,,,,,,
New Jersey,6/26/2009,177,2009,0.652881213,NA,,,,,,,,,,,,,,,,,,,
New Jersey,7/12/2009,193,2009,0.624238156,NA,,,,,,,,,,,,,,,,,,,
New Jersey,7/28/2009,209,2009,0.617555071,NA,,,,,,,,,,,,,,,,,,,
New Jersey,8/13/2009,225,2009,0.628435722,NA,,,,,,,,,,,,,,,,,,,
New Jersey,8/29/2009,241,2009,0.308688313,NA,,,,,,,,,,,,,,,,,,,
New Jersey,9/14/2009,258,2009,0.255954821,NA,,,,,,,,,,,,,,,,,,,
New Jersey,9/30/2009,273,2009,0.140129505,NA,,,,,,,,,,,,,,,,,,,
New Jersey,10/16/2009,289,2009,0.061763437,NA,,,,,,,,,,,,,,,,,,,
New Jersey,11/1/2009,305,2009,0.037276474,NA,,,,,,,,,,,,,,,,,,,
New Jersey,11/17/2009,321,2009,0.021181289,NA,,,,,,,,,,,,,,,,,,,
New Jersey,12/3/2009,337,2009,0.003566927,NA,,,,,,,,,,,,,,,,,,,
New Jersey,12/19/2009,353,2009,0,NA,,,,,,,,,,,,,,,,,,,
New Jersey,1/1/2010,1,2010,1.66E-05,NA,,,,,,,,,,,,,,,,,,,
New Jersey,1/17/2010,17,2010,5.60E-07,NA,,,,,,,,,,,,,,,,,,,
New Jersey,2/2/2010,33,2010,0.000736671,NA,,,,,,,,,,,,,,,,,,,
New Jersey,2/18/2010,49,2010,0.000216381,NA,,,,,,,,,,,,,,,,,,,
New Jersey,3/6/2010,65,2010,0.042890833,NA,,,,,,,,,,,,,,,,,,,
New Jersey,3/22/2010,81,2010,0.060250517,NA,,,,,,,,,,,,,,,,,,,
New Jersey,4/7/2010,97,2010,0.130547267,NA,,,,,,,,,,,,,,,,,,,
New Jersey,4/23/2010,113,2010,0.246802649,NA,,,,,,,,,,,,,,,,,,,
New Jersey,5/9/2010,129,2010,0.256342365,NA,,,,,,,,,,,,,,,,,,,
New Jersey,5/25/2010,145,2010,0.566437998,NA,,,,,,,,,,,,,,,,,,,
New Jersey,6/10/2010,161,2010,0.663771328,NA,,,,,,,,,,,,,,,,,,,
New Jersey,6/26/2010,177,2010,0.795584078,NA,,,,,,,,,,,,,,,,,,,
New Jersey,7/12/2010,193,2010,0.717589797,NA,,,,,,,,,,,,,,,,,,,
New Jersey,7/28/2010,209,2010,0.632053144,NA,,,,,,,,,,,,,,,,,,,
New Jersey,8/13/2010,225,2010,0.418162995,NA,,,,,,,,,,,,,,,,,,,
New Jersey,8/29/2010,241,2010,0.479812078,NA,,,,,,,,,,,,,,,,,,,
New Jersey,9/14/2010,258,2010,0.335322811,NA,,,,,,,,,,,,,,,,,,,
New Jersey,9/30/2010,273,2010,0.160334347,NA,,,,,,,,,,,,,,,,,,,
New Jersey,10/16/2010,289,2010,0.09958928,NA,,,,,,,,,,,,,,,,,,,
New Jersey,11/1/2010,305,2010,0.044628763,NA,,,,,,,,,,,,,,,,,,,
New Jersey,11/17/2010,321,2010,0.023357506,NA,,,,,,,,,,,,,,,,,,,
New Jersey,12/3/2010,337,2010,1.92E-05,NA,,,,,,,,,,,,,,,,,,,
New Jersey,12/19/2010,353,2010,0.000267272,NA,,,,,,,,,,,,,,,,,,,
New Jersey,1/1/2011,1,2011,0.000213005,NA,,,,,,,,,,,,,,,,,,,
New Jersey,1/17/2011,17,2011,0.00033697,NA,,,,,,,,,,,,,,,,,,,
New Jersey,2/2/2011,33,2011,0.003775619,NA,,,,,,,,,,,,,,,,,,,
New Jersey,2/18/2011,49,2011,0.002060985,NA,,,,,,,,,,,,,,,,,,,
New Jersey,3/6/2011,65,2011,0.030001785,NA,,,,,,,,,,,,,,,,,,,
New Jersey,3/22/2011,81,2011,0.018320606,NA,,,,,,,,,,,,,,,,,,,
New Jersey,4/7/2011,97,2011,0.062765636,NA,,,,,,,,,,,,,,,,,,,
New Jersey,4/23/2011,113,2011,0.168360134,NA,,,,,,,,,,,,,,,,,,,
New Jersey,5/9/2011,129,2011,0.177308918,NA,,,,,,,,,,,,,,,,,,,
New Jersey,5/25/2011,145,2011,0.60580741,NA,,,,,,,,,,,,,,,,,,,
New Jersey,6/10/2011,161,2011,0.547655515,NA,,,,,,,,,,,,,,,,,,,
New Jersey,6/26/2011,177,2011,0.721552733,NA,,,,,,,,,,,,,,,,,,,
New Jersey,7/12/2011,193,2011,0.833757076,NA,,,,,,,,,,,,,,,,,,,
New Jersey,7/28/2011,209,2011,0.643625424,NA,,,,,,,,,,,,,,,,,,,
New Jersey,8/13/2011,225,2011,0.473537834,NA,,,,,,,,,,,,,,,,,,,
New Jersey,8/29/2011,241,2011,0.361595454,NA,,,,,,,,,,,,,,,,,,,
New Jersey,9/14/2011,258,2011,0.243115139,NA,,,,,,,,,,,,,,,,,,,
New Jersey,9/30/2011,273,2011,0.179451603,NA,,,,,,,,,,,,,,,,,,,
New Jersey,10/16/2011,289,2011,0.049000492,NA,,,,,,,,,,,,,,,,,,,
New Jersey,11/1/2011,305,2011,0.055878446,NA,,,,,,,,,,,,,,,,,,,
New Jersey,11/17/2011,321,2011,0.03052985,NA,,,,,,,,,,,,,,,,,,,
New Jersey,12/3/2011,337,2011,0.014231873,NA,,,,,,,,,,,,,,,,,,,
New Jersey,12/19/2011,353,2011,0.009411048,NA,,,,,,,,,,,,,,,,,,,
New Jersey,1/1/2012,1,2012,0.000334804,Sandy,,,,,,,,,,,,,,,,,,,
New Jersey,1/17/2012,17,2012,0.006471174,Sandy,,,,,,,,,,,,,,,,,,,
New Jersey,2/2/2012,33,2012,0.004414176,Sandy,,,,,,,,,,,,,,,,,,,
New Jersey,2/18/2012,49,2012,0.016795743,Sandy,,,,,,,,,,,,,,,,,,,
New Jersey,3/6/2012,65,2012,0.053069145,Sandy,,,,,,,,,,,,,,,,,,,
New Jersey,3/22/2012,81,2012,0.068559356,Sandy,,,,,,,,,,,,,,,,,,,
New Jersey,4/7/2012,97,2012,0.140320053,Sandy,,,,,,,,,,,,,,,,,,,
New Jersey,4/23/2012,113,2012,0.114347688,Sandy,,,,,,,,,,,,,,,,,,,
New Jersey,5/9/2012,129,2012,0.29973916,Sandy,,,,,,,,,,,,,,,,,,,
New Jersey,5/25/2012,145,2012,0.484913893,Sandy,,,,,,,,,,,,,,,,,,,
New Jersey,6/10/2012,161,2012,0.537317539,Sandy,,,,,,,,,,,,,,,,,,,
New Jersey,6/26/2012,177,2012,0.830723084,Sandy,,,,,,,,,,,,,,,,,,,
New Jersey,7/12/2012,193,2012,0.638101334,Sandy,,,,,,,,,,,,,,,,,,,
New Jersey,7/28/2012,209,2012,0.666548951,Sandy,,,,,,,,,,,,,,,,,,,
New Jersey,8/13/2012,225,2012,0.56010681,Sandy,,,,,,,,,,,,,,,,,,,
New Jersey,8/29/2012,241,2012,0.477437439,Sandy,,,,,,,,,,,,,,,,,,,
New Jersey,9/14/2012,258,2012,0.318654419,Sandy,,,,,,,,,,,,,,,,,,,
New Jersey,9/30/2012,273,2012,0.118012042,Sandy,,,,,,,,,,,,,,,,,,,
New Jersey,10/16/2012,289,2012,0.093463773,Sandy,,,,,,,,,,,,,,,,,,,
New Jersey,11/1/2012,305,2012,0.026810025,Sandy,,,,,,,,,,,,,,,,,,,
New Jersey,11/17/2012,321,2012,0.016643032,Sandy,,,,,,,,,,,,,,,,,,,
New Jersey,12/3/2012,337,2012,0.018584848,Sandy,,,,,,,,,,,,,,,,,,,
New Jersey,12/19/2012,353,2012,0.002576444,Sandy,,,,,,,,,,,,,,,,,,,
New Jersey,1/1/2013,1,2013,0.004452567,NA,,,,,,,,,,,,,,,,,,,
New Jersey,1/17/2013,17,2013,0,NA,,,,,,,,,,,,,,,,,,,
New Jersey,2/2/2013,33,2013,0.001492401,NA,,,,,,,,,,,,,,,,,,,
New Jersey,2/18/2013,49,2013,0.000969206,NA,,,,,,,,,,,,,,,,,,,
New Jersey,3/6/2013,65,2013,0.006344473,NA,,,,,,,,,,,,,,,,,,,
New Jersey,3/22/2013,81,2013,0.030996747,NA,,,,,,,,,,,,,,,,,,,
New Jersey,4/7/2013,97,2013,0.108579915,NA,,,,,,,,,,,,,,,,,,,
New Jersey,4/23/2013,113,2013,0.13922674,NA,,,,,,,,,,,,,,,,,,,
New Jersey,5/9/2013,129,2013,0.27712496,NA,,,,,,,,,,,,,,,,,,,
New Jersey,5/25/2013,145,2013,0.466446078,NA,,,,,,,,,,,,,,,,,,,
New Jersey,6/10/2013,161,2013,0.633904353,NA,,,,,,,,,,,,,,,,,,,
New Jersey,6/26/2013,177,2013,0.832484418,NA,,,,,,,,,,,,,,,,,,,
New Jersey,7/12/2013,193,2013,0.709472977,NA,,,,,,,,,,,,,,,,,,,
New Jersey,7/28/2013,209,2013,0.569867122,NA,,,,,,,,,,,,,,,,,,,
New Jersey,8/13/2013,225,2013,0.580692014,NA,,,,,,,,,,,,,,,,,,,
New Jersey,8/29/2013,241,2013,0.452265372,NA,,,,,,,,,,,,,,,,,,,
New Jersey,9/14/2013,258,2013,0.26390892,NA,,,,,,,,,,,,,,,,,,,
New Jersey,9/30/2013,273,2013,0.187681628,NA,,,,,,,,,,,,,,,,,,,
New Jersey,10/16/2013,289,2013,0.100728482,NA,,,,,,,,,,,,,,,,,,,
New Jersey,11/1/2013,305,2013,0.040468548,NA,,,,,,,,,,,,,,,,,,,
New Jersey,11/17/2013,321,2013,0.01310089,NA,,,,,,,,,,,,,,,,,,,
New Jersey,12/3/2013,337,2013,3.78E-05,NA,,,,,,,,,,,,,,,,,,,
New Jersey,12/19/2013,353,2013,0.003159231,NA,,,,,,,,,,,,,,,,,,,
New Jersey,1/1/2014,1,2014,0.000715441,NA,,,,,,,,,,,,,,,,,,,
New Jersey,1/17/2014,17,2014,0.002285777,NA,,,,,,,,,,,,,,,,,,,
New Jersey,2/2/2014,33,2014,0.002589453,NA,,,,,,,,,,,,,,,,,,,
New Jersey,2/18/2014,49,2014,0.001356085,NA,,,,,,,,,,,,,,,,,,,
New Jersey,3/6/2014,65,2014,0.003655947,NA,,,,,,,,,,,,,,,,,,,
New Jersey,3/22/2014,81,2014,0.026093493,NA,,,,,,,,,,,,,,,,,,,
New Jersey,4/7/2014,97,2014,0.088287325,NA,,,,,,,,,,,,,,,,,,,
New Jersey,4/23/2014,113,2014,0.10468219,NA,,,,,,,,,,,,,,,,,,,
New Jersey,5/9/2014,129,2014,0.196589526,NA,,,,,,,,,,,,,,,,,,,
New Jersey,5/25/2014,145,2014,0.399485146,NA,,,,,,,,,,,,,,,,,,,
New Jersey,6/10/2014,161,2014,0.548904835,NA,,,,,,,,,,,,,,,,,,,
New Jersey,6/26/2014,177,2014,0.697625601,NA,,,,,,,,,,,,,,,,,,,
New Jersey,7/12/2014,193,2014,0.675704027,NA,,,,,,,,,,,,,,,,,,,
New Jersey,7/28/2014,209,2014,0.616455554,NA,,,,,,,,,,,,,,,,,,,
New Jersey,8/13/2014,225,2014,0.525688433,NA,,,,,,,,,,,,,,,,,,,
New Jersey,8/29/2014,241,2014,0.427241425,NA,,,,,,,,,,,,,,,,,,,
New Jersey,9/14/2014,258,2014,0.294974283,NA,,,,,,,,,,,,,,,,,,,
New Jersey,9/30/2014,273,2014,0.173393576,NA,,,,,,,,,,,,,,,,,,,
New Jersey,10/16/2014,289,2014,0.0925306,NA,,,,,,,,,,,,,,,,,,,
New Jersey,11/1/2014,305,2014,0.037185541,NA,,,,,,,,,,,,,,,,,,,
New Jersey,11/17/2014,321,2014,0.00856167,NA,,,,,,,,,,,,,,,,,,,
New Jersey,12/3/2014,337,2014,0.004990641,NA,,,,,,,,,,,,,,,,,,,
New Jersey,12/19/2014,353,2014,0.006499523,NA,,,,,,,,,,,,,,,,,,,
New Jersey,1/1/2015,1,2015,0.000118206,NA,,,,,,,,,,,,,,,,,,,
New Jersey,1/17/2015,17,2015,0.000801681,NA,,,,,,,,,,,,,,,,,,,
New Jersey,2/2/2015,33,2015,0.003497378,NA,,,,,,,,,,,,,,,,,,,
New Jersey,2/18/2015,49,2015,0.001921416,NA,,,,,,,,,,,,,,,,,,,
New Jersey,3/6/2015,65,2015,0.000351501,NA,,,,,,,,,,,,,,,,,,,
New Jersey,3/22/2015,81,2015,0.025510798,NA,,,,,,,,,,,,,,,,,,,
New Jersey,4/7/2015,97,2015,0.076927724,NA,,,,,,,,,,,,,,,,,,,
New Jersey,4/23/2015,113,2015,0.149197442,NA,,,,,,,,,,,,,,,,,,,
New Jersey,5/9/2015,129,2015,0.288336761,NA,,,,,,,,,,,,,,,,,,,
New Jersey,5/25/2015,145,2015,0.390362689,NA,,,,,,,,,,,,,,,,,,,
New Jersey,6/10/2015,161,2015,0.637357017,NA,,,,,,,,,,,,,,,,,,,
New Jersey,6/26/2015,177,2015,0.592776874,NA,,,,,,,,,,,,,,,,,,,
New Jersey,7/12/2015,193,2015,0.742691206,NA,,,,,,,,,,,,,,,,,,,
New Jersey,7/28/2015,209,2015,0.736815212,NA,,,,,,,,,,,,,,,,,,,
New Jersey,8/13/2015,225,2015,0.61616025,NA,,,,,,,,,,,,,,,,,,,
New Jersey,8/29/2015,241,2015,0.507445188,NA,,,,,,,,,,,,,,,,,,,
New Jersey,9/14/2015,258,2015,0.383306555,NA,,,,,,,,,,,,,,,,,,,
New Jersey,9/30/2015,273,2015,0.162470782,NA,,,,,,,,,,,,,,,,,,,
New Jersey,10/16/2015,289,2015,0.106193677,NA,,,,,,,,,,,,,,,,,,,
New Jersey,11/1/2015,305,2015,0.048924533,NA,,,,,,,,,,,,,,,,,,,
New Jersey,11/17/2015,321,2015,0.029073474,NA,,,,,,,,,,,,,,,,,,,
New Jersey,12/3/2015,337,2015,0.020156973,NA,,,,,,,,,,,,,,,,,,,
New Jersey,12/19/2015,353,2015,0.014487679,NA,,,,,,,,,,,,,,,,,,,
New Jersey,1/1/2016,1,2016,0.000307896,NA,,,,,,,,,,,,,,,,,,,
New Jersey,1/17/2016,17,2016,0.001157184,NA,,,,,,,,,,,,,,,,,,,
New Jersey,2/2/2016,33,2016,0.000108254,NA,,,,,,,,,,,,,,,,,,,
New Jersey,2/18/2016,49,2016,0.01396142,NA,,,,,,,,,,,,,,,,,,,
New Jersey,3/6/2016,65,2016,0.043323535,NA,,,,,,,,,,,,,,,,,,,
New Jersey,3/22/2016,81,2016,0.046651185,NA,,,,,,,,,,,,,,,,,,,
New Jersey,4/7/2016,97,2016,0.085907559,NA,,,,,,,,,,,,,,,,,,,
New Jersey,4/23/2016,113,2016,0.080429331,NA,,,,,,,,,,,,,,,,,,,
New Jersey,5/9/2016,129,2016,0.197665425,NA,,,,,,,,,,,,,,,,,,,
New Jersey,5/25/2016,145,2016,0.377881466,NA,,,,,,,,,,,,,,,,,,,
New Jersey,6/10/2016,161,2016,0.636926534,NA,,,,,,,,,,,,,,,,,,,
New Jersey,6/26/2016,177,2016,0.650407752,NA,,,,,,,,,,,,,,,,,,,
New Jersey,7/12/2016,193,2016,0.826928909,NA,,,,,,,,,,,,,,,,,,,
New Jersey,7/28/2016,209,2016,0.665729582,NA,,,,,,,,,,,,,,,,,,,
New Jersey,8/13/2016,225,2016,0.708356994,NA,,,,,,,,,,,,,,,,,,,
New Jersey,8/29/2016,241,2016,0.531263141,NA,,,,,,,,,,,,,,,,,,,
New Jersey,9/14/2016,258,2016,0.360988686,NA,,,,,,,,,,,,,,,,,,,
New Jersey,9/30/2016,273,2016,0.12753574,NA,,,,,,,,,,,,,,,,,,,
New Jersey,10/16/2016,289,2016,0.115664056,NA,,,,,,,,,,,,,,,,,,,
New Jersey,11/1/2016,305,2016,0.069903282,NA,,,,,,,,,,,,,,,,,,,
New Jersey,11/17/2016,321,2016,0.026662586,NA,,,,,,,,,,,,,,,,,,,
New Jersey,12/3/2016,337,2016,0.002513088,NA,,,,,,,,,,,,,,,,,,,
New Jersey,12/19/2016,353,2016,0.003557565,NA,,,,,,,,,,,,,,,,,,,
New Jersey,1/1/2017,1,2017,6.46E-06,NA,,,,,,,,,,,,,,,,,,,
New Jersey,1/17/2017,17,2017,0.003865645,NA,,,,,,,,,,,,,,,,,,,
New Jersey,2/2/2017,33,2017,9.63E-05,NA,,,,,,,,,,,,,,,,,,,
New Jersey,2/18/2017,49,2017,0.032373975,NA,,,,,,,,,,,,,,,,,,,
New Jersey,3/6/2017,65,2017,0.000332131,NA,,,,,,,,,,,,,,,,,,,
New Jersey,3/22/2017,81,2017,0.026342728,NA,,,,,,,,,,,,,,,,,,,
New Jersey,4/7/2017,97,2017,0.099389139,NA,,,,,,,,,,,,,,,,,,,
New Jersey,4/23/2017,113,2017,0.114298211,NA,,,,,,,,,,,,,,,,,,,
New Jersey,5/9/2017,129,2017,0.273945508,NA,,,,,,,,,,,,,,,,,,,
New Jersey,5/25/2017,145,2017,0.276811256,NA,,,,,,,,,,,,,,,,,,,
New Jersey,6/10/2017,161,2017,0.665502204,NA,,,,,,,,,,,,,,,,,,,
New Jersey,6/26/2017,177,2017,0.724557754,NA,,,,,,,,,,,,,,,,,,,
New Jersey,7/12/2017,193,2017,0.65717186,NA,,,,,,,,,,,,,,,,,,,
New Jersey,7/28/2017,209,2017,0.672530557,NA,,,,,,,,,,,,,,,,,,,
New Jersey,8/13/2017,225,2017,0.614460501,NA,,,,,,,,,,,,,,,,,,,
New Jersey,8/29/2017,241,2017,0.414889976,NA,,,,,,,,,,,,,,,,,,,
New Jersey,9/14/2017,258,2017,0.293879346,NA,,,,,,,,,,,,,,,,,,,
New Jersey,9/30/2017,273,2017,0.199769133,NA,,,,,,,,,,,,,,,,,,,
New Jersey,10/16/2017,289,2017,0.126228113,NA,,,,,,,,,,,,,,,,,,,
New Jersey,11/1/2017,305,2017,0.030502262,NA,,,,,,,,,,,,,,,,,,,
New Jersey,11/17/2017,321,2017,0.025947435,NA,,,,,,,,,,,,,,,,,,,
New Jersey,12/3/2017,337,2017,0.000555296,NA,,,,,,,,,,,,,,,,,,,
New Jersey,12/19/2017,353,2017,7.68E-06,NA,,,,,,,,,,,,,,,,,,,
New Jersey,1/1/2018,1,2018,0.000594287,NA,,,,,,,,,,,,,,,,,,,
New Jersey,1/17/2018,17,2018,0.001041443,NA,,,,,,,,,,,,,,,,,,,
New Jersey,2/2/2018,33,2018,0.002004267,NA,,,,,,,,,,,,,,,,,,,
New Jersey,2/18/2018,49,2018,0.011630464,NA,,,,,,,,,,,,,,,,,,,
New Jersey,3/6/2018,65,2018,1.90E-05,NA,,,,,,,,,,,,,,,,,,,
New Jersey,3/22/2018,81,2018,0.022795801,NA,,,,,,,,,,,,,,,,,,,
New Jersey,4/7/2018,97,2018,0.053224073,NA,,,,,,,,,,,,,,,,,,,
New Jersey,4/23/2018,113,2018,0.151875549,NA,,,,,,,,,,,,,,,,,,,
New Jersey,5/9/2018,129,2018,0.233286094,NA,,,,,,,,,,,,,,,,,,,
New Jersey,5/25/2018,145,2018,0.418156902,NA,,,,,,,,,,,,,,,,,,,
New Jersey,6/10/2018,161,2018,0.622746677,NA,,,,,,,,,,,,,,,,,,,
New Jersey,6/26/2018,177,2018,0.798827223,NA,,,,,,,,,,,,,,,,,,,
New Jersey,7/12/2018,193,2018,0.730102004,NA,,,,,,,,,,,,,,,,,,,
New Jersey,7/28/2018,209,2018,0.712518846,NA,,,,,,,,,,,,,,,,,,,
New Jersey,8/13/2018,225,2018,0.5401394,NA,,,,,,,,,,,,,,,,,,,
New Jersey,8/29/2018,241,2018,0.351616491,NA,,,,,,,,,,,,,,,,,,,
New Jersey,9/14/2018,258,2018,0.224779424,NA,,,,,,,,,,,,,,,,,,,
New Jersey,9/30/2018,273,2018,0.156635819,NA,,,,,,,,,,,,,,,,,,,
New Jersey,10/16/2018,289,2018,0.081409012,NA,,,,,,,,,,,,,,,,,,,
New Jersey,11/1/2018,305,2018,0.035212243,NA,,,,,,,,,,,,,,,,,,,
New Jersey,11/17/2018,321,2018,0.01006993,NA,,,,,,,,,,,,,,,,,,,
New Jersey,12/3/2018,337,2018,0.003282675,NA,,,,,,,,,,,,,,,,,,,
New Jersey,12/19/2018,353,2018,0.00918202,NA,,,,,,,,,,,,,,,,,,,
Texas,1/1/2000,1,2000,NA,NA,,,,,,,,,,,,,,,,,,,
Texas,1/17/2000,17,2000,NA,NA,,,,,,,,,,,,,,,,,,,
Texas,2/2/2000,33,2000,NA,NA,,,,,,,,,,,,,,,,,,,
Texas,2/18/2000,49,2000,NA,NA,,,,,,,,,,,,,,,,,,,
Texas,3/6/2000,65,2000,NA,NA,,,,,,,,,,,,,,,,,,,
Texas,3/22/2000,81,2000,0.457367107,NA,,,,,,,,,,,,,,,,,,,
