Site ,Date ,Ordinal Date,Year,GPP,Hurricane,,,,,,,,,,,,,,,,,,,
Texas,12/19/2013,353,2013,0.074408373,NA,,,,,,,,,,,,,,,,,,,
Texas,1/1/2014,1,2014,0.092808185,NA,,,,,,,,,,,,,,,,,,,
Texas,1/17/2014,17,2014,0.090759725,NA,,,,,,,,,,,,,,,,,,,
Texas,2/2/2014,33,2014,0.063454567,NA,,,,,,,,,,,,,,,,,,,
Texas,2/18/2014,49,2014,0.114408157,NA,,,,,,,,,,,,,,,,,,,
Texas,3/6/2014,65,2014,0.153987624,NA,,,,,,,,,,,,,,,,,,,
Texas,3/22/2014,81,2014,0.238315831,NA,,,,,,,,,,,,,,,,,,,
Texas,4/7/2014,97,2014,0.439165396,NA,,,,,,,,,,,,,,,,,,,
Texas,4/23/2014,113,2014,0.58669003,NA,,,,,,,,,,,,,,,,,,,
Texas,5/9/2014,129,2014,0.654464576,NA,,,,,,,,,,,,,,,,,,,
Texas,5/25/2014,145,2014,0.820465484,NA,,,,,,,,,,,,,,,,,,,
Texas,6/10/2014,161,2014,0.863556573,NA,,,,,,,,,,,,,,,,,,,
Texas,6/26/2014,177,2014,0.750984669,NA,,,,,,,,,,,,,,,,,,,
Texas,7/12/2014,193,2014,0.753679691,NA,,,,,,,,,,,,,,,,,,,
Texas,7/28/2014,209,2014,0.711457248,NA,,,,,,,,,,,,,,,,,,,
Texas,8/13/2014,225,2014,0.730274062,NA,,,,,,,,,,,,,,,,,,,
Texas,8/29/2014,241,2014,0.618322626,NA,,,,,,,,,,,,,,,,,,,
Texas,9/14/2014,258,2014,0.375100542,NA,,,,,,,,,,,,,,,,,,,
Texas,9/30/2014,273,2014,0.56818356,NA,,,,,,,,,,,,,,,,,,,
Texas,10/16/2014,289,2014,0.405487504,NA,,,,,,,,,,,,,,,,,,,
Texas,11/1/2014,305,2014,0.178240728,NA,,,,,,,,,,,,,,,,,,,
Texas,11/17/2014,321,2014,0.153011963,NA,,,,,,,,,,,,,,,,,,,
Texas,12/3/2014,337,2014,0.12851718,NA,,,,,,,,,,,,,,,,,,,
Texas,12/19/2014,353,2014,0.054115484,NA,,,,,,,,,,,,,,,,,,,
Texas,1/1/2015,1,2015,0.040044901,NA,,,,,,,,,,,,,,,,,,,
Texas,1/17/2015,17,2015,0.125851629,NA,,,,,,,,,,,,,,,,,,,
Texas,2/2/2015,33,2015,0.110752654,NA,,,,,,,,,,,,,,,,,,,
Texas,2/18/2015,49,2015,0.07863843,NA,,,,,,,,,,,,,,,,,,,
Texas,3/6/2015,65,2015,0.164121448,NA,,,,,,,,,,,,,,,,,,,
Texas,3/22/2015,81,2015,0.385413413,NA,,,,,,,,,,,,,,,,,,,
Texas,4/7/2015,97,2015,0.373753108,NA,,,,,,,,,,,,,,,,,,,
Texas,4/23/2015,113,2015,0.570992223,NA,,,,,,,,,,,,,,,,,,,
Texas,5/9/2015,129,2015,0.495148267,NA,,,,,,,,,,,,,,,,,,,
Texas,5/25/2015,145,2015,0.753122157,NA,,,,,,,,,,,,,,,,,,,
Texas,6/10/2015,161,2015,0.670974723,NA,,,,,,,,,,,,,,,,,,,
Texas,6/26/2015,177,2015,0.76108024,NA,,,,,,,,,,,,,,,,,,,
Texas,7/12/2015,193,2015,0.859542067,NA,,,,,,,,,,,,,,,,,,,
Texas,7/28/2015,209,2015,0.812481918,NA,,,,,,,,,,,,,,,,,,,
Texas,8/13/2015,225,2015,0.822747143,NA,,,,,,,,,,,,,,,,,,,
Texas,8/29/2015,241,2015,0.701159715,NA,,,,,,,,,,,,,,,,,,,
Texas,9/14/2015,258,2015,0.62297585,NA,,,,,,,,,,,,,,,,,,,
Texas,9/30/2015,273,2015,0.583544807,NA,,,,,,,,,,,,,,,,,,,
Texas,10/16/2015,289,2015,0.332384368,NA,,,,,,,,,,,,,,,,,,,
Texas,11/1/2015,305,2015,0.272239765,NA,,,,,,,,,,,,,,,,,,,
Texas,11/17/2015,321,2015,0.170391881,NA,,,,,,,,,,,,,,,,,,,
Texas,12/3/2015,337,2015,0.192221404,NA,,,,,,,,,,,,,,,,,,,
Texas,12/19/2015,353,2015,0.115332721,NA,,,,,,,,,,,,,,,,,,,
Texas,1/1/2016,1,2016,0.094404845,NA,,,,,,,,,,,,,,,,,,,
Texas,1/17/2016,17,2016,0.134607275,NA,,,,,,,,,,,,,,,,,,,
Texas,2/2/2016,33,2016,0.167509306,NA,,,,,,,,,,,,,,,,,,,
Texas,2/18/2016,49,2016,0.248796715,NA,,,,,,,,,,,,,,,,,,,
Texas,3/6/2016,65,2016,0.283271717,NA,,,,,,,,,,,,,,,,,,,
Texas,3/22/2016,81,2016,0.329790179,NA,,,,,,,,,,,,,,,,,,,
Texas,4/7/2016,97,2016,0.432604901,NA,,,,,,,,,,,,,,,,,,,
Texas,4/23/2016,113,2016,0.567798372,NA,,,,,,,,,,,,,,,,,,,
Texas,5/9/2016,129,2016,0.648705676,NA,,,,,,,,,,,,,,,,,,,
Texas,5/25/2016,145,2016,0.668770092,NA,,,,,,,,,,,,,,,,,,,
Texas,6/10/2016,161,2016,0.7347512,NA,,,,,,,,,,,,,,,,,,,
Texas,6/26/2016,177,2016,0.804795736,NA,,,,,,,,,,,,,,,,,,,
Texas,7/12/2016,193,2016,0.77582885,NA,,,,,,,,,,,,,,,,,,,
Texas,7/28/2016,209,2016,0.806111977,NA,,,,,,,,,,,,,,,,,,,
Texas,8/13/2016,225,2016,0.719264018,NA,,,,,,,,,,,,,,,,,,,
Texas,8/29/2016,241,2016,0.730762469,NA,,,,,,,,,,,,,,,,,,,
Texas,9/14/2016,258,2016,0.66587162,NA,,,,,,,,,,,,,,,,,,,
Texas,9/30/2016,273,2016,0.552668504,NA,,,,,,,,,,,,,,,,,,,
Texas,10/16/2016,289,2016,0.513403737,NA,,,,,,,,,,,,,,,,,,,
Texas,11/1/2016,305,2016,0.276225492,NA,,,,,,,,,,,,,,,,,,,
Texas,11/17/2016,321,2016,0.243735496,NA,,,,,,,,,,,,,,,,,,,
Texas,12/3/2016,337,2016,0.082184669,NA,,,,,,,,,,,,,,,,,,,
Texas,12/19/2016,353,2016,0.146146044,NA,,,,,,,,,,,,,,,,,,,
Texas,1/1/2017,1,2017,0.133083295,NA,,,,,,,,,,,,,,,,,,,
Texas,1/17/2017,17,2017,0.168363746,NA,,,,,,,,,,,,,,,,,,,
Texas,2/2/2017,33,2017,0.160984719,NA,,,,,,,,,,,,,,,,,,,
Texas,2/18/2017,49,2017,0.251486166,NA,,,,,,,,,,,,,,,,,,,
Texas,3/6/2017,65,2017,0.250741704,NA,,,,,,,,,,,,,,,,,,,
Texas,3/22/2017,81,2017,0.432549223,NA,,,,,,,,,,,,,,,,,,,
Texas,4/7/2017,97,2017,0.481461768,NA,,,,,,,,,,,,,,,,,,,
Texas,4/23/2017,113,2017,0.549109779,NA,,,,,,,,,,,,,,,,,,,
Texas,5/9/2017,129,2017,0.661989467,NA,,,,,,,,,,,,,,,,,,,
Texas,5/25/2017,145,2017,0.802594181,NA,,,,,,,,,,,,,,,,,,,
Texas,6/10/2017,161,2017,0.688463645,NA,,,,,,,,,,,,,,,,,,,
Texas,6/26/2017,177,2017,0.748041442,NA,,,,,,,,,,,,,,,,,,,
Texas,7/12/2017,193,2017,0.697690285,NA,,,,,,,,,,,,,,,,,,,
Texas,7/28/2017,209,2017,0.649900847,NA,,,,,,,,,,,,,,,,,,,
Texas,8/13/2017,225,2017,0.660226285,NA,,,,,,,,,,,,,,,,,,,
Texas,8/29/2017,241,2017,0.39389481,NA,,,,,,,,,,,,,,,,,,,
Texas,9/14/2017,258,2017,0.532891247,NA,,,,,,,,,,,,,,,,,,,
Texas,9/30/2017,273,2017,0.419341908,NA,,,,,,,,,,,,,,,,,,,
Texas,10/16/2017,289,2017,0.298071618,NA,,,,,,,,,,,,,,,,,,,
Texas,11/1/2017,305,2017,0.222590413,NA,,,,,,,,,,,,,,,,,,,
Texas,11/17/2017,321,2017,0.211860667,NA,,,,,,,,,,,,,,,,,,,
Texas,12/3/2017,337,2017,0.098284112,NA,,,,,,,,,,,,,,,,,,,
Texas,12/19/2017,353,2017,0.077696408,NA,,,,,,,,,,,,,,,,,,,
Texas,1/1/2018,1,2018,0.058879844,NA,,,,,,,,,,,,,,,,,,,
Texas,1/17/2018,17,2018,0.092079281,NA,,,,,,,,,,,,,,,,,,,
Texas,2/2/2018,33,2018,0.073789483,NA,,,,,,,,,,,,,,,,,,,
Texas,2/18/2018,49,2018,0.212709124,NA,,,,,,,,,,,,,,,,,,,
Texas,3/6/2018,65,2018,0.269546148,NA,,,,,,,,,,,,,,,,,,,
Texas,3/22/2018,81,2018,0.448539155,NA,,,,,,,,,,,,,,,,,,,
Texas,4/7/2018,97,2018,0.402082082,NA,,,,,,,,,,,,,,,,,,,
Texas,4/23/2018,113,2018,0.682912084,NA,,,,,,,,,,,,,,,,,,,
Texas,5/9/2018,129,2018,0.84604742,NA,,,,,,,,,,,,,,,,,,,
Texas,5/25/2018,145,2018,0.949309924,NA,,,,,,,,,,,,,,,,,,,
Texas,6/10/2018,161,2018,0.824277182,NA,,,,,,,,,,,,,,,,,,,
Texas,6/26/2018,177,2018,0.853774304,NA,,,,,,,,,,,,,,,,,,,
Texas,7/12/2018,193,2018,0.916582546,NA,,,,,,,,,,,,,,,,,,,
Texas,7/28/2018,209,2018,0.83835435,NA,,,,,,,,,,,,,,,,,,,
Texas,8/13/2018,225,2018,0.87809322,NA,,,,,,,,,,,,,,,,,,,
Texas,8/29/2018,241,2018,0.545614111,NA,,,,,,,,,,,,,,,,,,,
Texas,9/14/2018,258,2018,0.520505853,NA,,,,,,,,,,,,,,,,,,,
Texas,9/30/2018,273,2018,0.491009566,NA,,,,,,,,,,,,,,,,,,,
Texas,10/16/2018,289,2018,0.256777542,NA,,,,,,,,,,,,,,,,,,,
Texas,11/1/2018,305,2018,0.1774269,NA,,,,,,,,,,,,,,,,,,,
Texas,11/17/2018,321,2018,0.16668136,NA,,,,,,,,,,,,,,,,,,,
Texas,12/3/2018,337,2018,0.109455599,NA,,,,,,,,,,,,,,,,,,,
Texas,12/19/2018,353,2018,0.090046057,NA,,,,,,,,,,,,,,,,,,,
